iter	MultiClass
448	0.5603038726
449	0.5599138817
450	0.558992074
451	0.5583835517
452	0.5574847922
453	0.5561145804
454	0.5551621637
455	0.5543781576
456	0.5534919182
457	0.5528178283
458	0.5518879314
459	0.5507328771
460	0.5498430199
461	0.5489167815
462	0.5482468784
463	0.5474043372
464	0.5463685484
465	0.5456937675
466	0.5451184151
467	0.5445636314
468	0.543528371
469	0.5431534611
470	0.5422695387
471	0.5416610977
472	0.5411512316
473	0.5403758026
474	0.5400223556
475	0.539197131
476	0.5383302001
477	0.5374268472
478	0.5367172704
479	0.5359232646
480	0.5353536844
481	0.5346818709
482	0.5338291673
483	0.5330975177
484	0.5322077418
485	0.5315210099
486	0.5307077363
487	0.5298212936
488	0.5288195691
489	0.5279738572
490	0.5273264333
491	0.526442267
492	0.5257196823
493	0.5252375392
494	0.5246349923
495	0.5237896462
496	0.5230361273
497	0.5223895571
498	0.5214902692
499	0.5206811011
500	0.5199468094
501	0.5193040195
502	0.5188270795
503	0.5180441303
504	0.5176629198
505	0.5169880575
506	0.5164827441
507	0.5157902807
508	0.5153538275
509	0.5148667657
510	0.5142573897
511	0.5135438292
512	0.5128344556
513	0.512275363
514	0.511732205
515	0.5109396219
516	0.5103541072
517	0.5097822913
518	0.509302018
519	0.5086886177
520	0.5081563131
521	0.507742339
522	0.507133085
523	0.5062092449
524	0.5053460943
525	0.5046976949
526	0.5042159175
527	0.5038019841
528	0.5030123685
529	0.5025403877
530	0.5020225136
531	0.5015221188
532	0.50074169
533	0.5003542193
534	0.4997106572
535	0.4989257569
536	0.4984225166
537	0.4980318347
538	0.4972217317
539	0.4966186971
540	0.4960947662
541	0.4953782789
542	0.4948723558
543	0.4944300898
544	0.493961117
545	0.4934220646
546	0.4928541917
547	0.4921257535
548	0.4915276374
549	0.4907381437
550	0.4900356805
551	0.4896217064
552	0.4891876109
553	0.4888706264
554	0.4880738158
555	0.4873502555
556	0.4867699439
557	0.4862756466
558	0.4857861052
559	0.4852333132
560	0.4845634102
561	0.4837742417
562	0.4831875075
563	0.4824316715
564	0.4818589207
565	0.4814749866
566	0.4810900769
567	0.4807541092
568	0.480151603
569	0.4795968192
570	0.4790354502
571	0.4788083417
572	0.478069985
573	0.4773828873
574	0.4769407025
575	0.4765357527
576	0.4760112934
577	0.4756951219
578	0.4753142365
579	0.4747694119
580	0.4743885265
581	0.473971829
582	0.4735284653
583	0.4728733994
584	0.4723185343
585	0.4718072861
586	0.4711720571
587	0.4706225984
588	0.4701246833
589	0.4695003483
590	0.4689984495
591	0.4684806161
592	0.4678603054
593	0.4674090151
594	0.4665004185
595	0.4657673056
596	0.4653904039
597	0.4646788758
598	0.464169091
599	0.4636959313
600	0.4633845159
601	0.4631812686
602	0.4624331967
603	0.4617399609
604	0.4609858729
605	0.4601574776
606	0.4595065985
607	0.4588924666
608	0.4584628425
609	0.4580156172
610	0.4577533876
611	0.4573460394
612	0.4567059731
613	0.4563399654
614	0.4559591206
615	0.4555574634
616	0.4548937391
617	0.4544590745
618	0.453951688
619	0.4535153161
620	0.4529908568
621	0.4524979822
622	0.4519499869
623	0.4515039404
624	0.4511941103
625	0.4507285927
626	0.4503819341
627	0.449854101
628	0.4492517167
629	0.4486693726
630	0.4481155238
631	0.4477820357
632	0.4471984315
633	0.4465238538
634	0.4461743091
635	0.4457741152
636	0.4451560402
637	0.444885762
638	0.4444382115
639	0.4436255476
640	0.4429816196
641	0.4426268312
642	0.4422907821
643	0.4421594031
644	0.4418393293
645	0.4413196667
646	0.4408653684
647	0.4405148481
648	0.4398107589
649	0.4393030879
650	0.4388170017
651	0.4380955552
652	0.4378207648
653	0.4374920734
654	0.4371151716
655	0.4365833141
656	0.4362333223
657	0.4358725991
658	0.4354587876
659	0.4350580247
660	0.4346877081
661	0.4344221046
662	0.4339992283
663	0.4338033386
664	0.4332546116
665	0.4328936038
666	0.4325957652
667	0.4322099613
668	0.4316568035
669	0.4312912429
670	0.4307954822
671	0.4303285013
672	0.430022167
673	0.4296281924
674	0.4293377114
675	0.4290239383
676	0.4286252484
677	0.4283739942
678	0.4279908731
679	0.4274394226
680	0.4269063456
681	0.4266244823
682	0.426043439
683	0.4256423915
684	0.4251732968
685	0.4247744037
686	0.4244159974
687	0.423981536
688	0.4236323572
689	0.4231362306
690	0.42288583
691	0.4222347883
692	0.4219113
693	0.4214186692
694	0.4209592491
695	0.4204443424
696	0.4201632921
697	0.4196227763
698	0.4192852639
699	0.4189695802
700	0.4183173597
701	0.4179648477
702	0.4176706269
703	0.4171708012
704	0.416804387
705	0.4163732996
706	0.4160881436
707	0.4155744158
708	0.4148994723
709	0.4145200909
710	0.4141681073
711	0.4138500659
712	0.4135190981
713	0.4131251642
714	0.4129591519
715	0.4123872953
716	0.4118932825
717	0.4114214236
718	0.4109998888
719	0.410497868
720	0.4101731195
721	0.4099425965
722	0.4097607715
723	0.4091184694
724	0.4087450635
725	0.4083940961
726	0.4079085384
727	0.4074538336
728	0.4068378724
729	0.4062850805
730	0.4060371595
731	0.4058448062
732	0.4052329913
733	0.4048453987
734	0.404418051
735	0.4041089932
736	0.403503235
737	0.4031195042
738	0.4028578437
739	0.4025837444
740	0.4021857862
741	0.4020060343
742	0.4013115384
743	0.4011219493
744	0.4008692317
745	0.4005407028
746	0.4001889224
747	0.3997910455
748	0.3993831283
749	0.3987778172
750	0.3985439203
751	0.3982762436
752	0.3979706004
753	0.3976072755
754	0.397447198
755	0.3970902551
756	0.3966066892
757	0.3961795854
758	0.3959236158
759	0.3954187089
760	0.3948046989
761	0.3942776787
762	0.393710131
763	0.3934785104
764	0.3932185978
765	0.3928731181
766	0.3925691415
767	0.3921341923
768	0.3917006252
769	0.3913167724
770	0.3910296247
771	0.3908482875
772	0.3905773995
773	0.3904074848
774	0.3901166379
775	0.3897408337
776	0.3893860453
777	0.3891535304
778	0.3888852846
779	0.3886389489
780	0.3883533052
781	0.3880374996
782	0.3878048628
783	0.3874392616
784	0.3872793873
785	0.3866677756
786	0.3863835546
787	0.3857730404
788	0.3852502884
789	0.3850057413
790	0.3848109491
791	0.38463575
792	0.3841223067
793	0.3838031679
794	0.3834769153
795	0.3831888327
796	0.3829014004
797	0.3826434389
798	0.3819803244
799	0.38170716
800	0.3812542845
801	0.3808908783
802	0.3807480361
803	0.3804291818
804	0.3798970398
805	0.379580909
806	0.3790318162
807	0.3786123544
808	0.3782104939
809	0.3780239536
810	0.3774811208
811	0.37707048
812	0.3768293881
813	0.376387
814	0.3759878224
815	0.3757414867
816	0.3754123481
817	0.3750610148
818	0.3746478944
819	0.3742818867
820	0.3738455148
821	0.3736422676
822	0.3733572336
823	0.3730063475
824	0.3726027797
825	0.3723606309
826	0.3721088482
827	0.3717411739
828	0.3715095126
829	0.371325086
830	0.3708255042
831	0.3702743383
832	0.3699563783
833	0.3694350084
834	0.3693018407
835	0.3690358714
836	0.3685727521
837	0.3682723526
838	0.3679099221
839	0.3676080593
840	0.3673250578
841	0.3671915649
842	0.3667609246
843	0.3663935349
844	0.3660763065
845	0.3658161906
846	0.3654535975
847	0.3651286458
848	0.3648438557
849	0.3645394726
850	0.3641890336
851	0.3640828979
852	0.3636990044
853	0.3634027512
854	0.3631176766
855	0.3627253687
856	0.3623754989
857	0.3619969711
858	0.3617184004
859	0.3614790158
860	0.3611308532
861	0.360865209
862	0.3605704192
863	0.3602731904
864	0.3600073429
865	0.3596421889
866	0.3592899207
867	0.3590343169
868	0.3585203452
869	0.3582559612
870	0.3579058068
871	0.3573962252
872	0.3571825717
873	0.3569479024
874	0.3567785974
875	0.3564195814
876	0.3560083715
877	0.3558524809
878	0.3555274478
879	0.3552847706
880	0.3549762412
881	0.354849171
882	0.3544808463
883	0.3541866255
884	0.3539429727
885	0.3535665181
886	0.3533359951
887	0.3529178748
888	0.3526936524
889	0.3522170782
890	0.3518360302
891	0.3513974226
892	0.3511551925
893	0.3509211736
894	0.3507051624
895	0.3504744767
896	0.3498168905
897	0.3493942581
898	0.3490322747
899	0.3487570779
900	0.3485028155
901	0.3482893246
902	0.3480022175
903	0.3477629955
904	0.3474704007
905	0.3472439832
906	0.3470274029
907	0.3467677342
908	0.3465974537
909	0.3463365655
910	0.3458510484
911	0.3456595488
912	0.3455107718
913	0.3452862242
914	0.3449232246
915	0.3445166894
916	0.3444047408
917	0.3442368992
918	0.3439767427
919	0.343641466
920	0.3434441129
921	0.3432550522
922	0.3430073751
923	0.3427476657
924	0.3423356835
925	0.3419272378
926	0.3416980155
927	0.3411278256
928	0.3405444856
929	0.3400487249
930	0.3398788102
931	0.3394411172
932	0.3390698657
933	0.3389586081
934	0.3388950527
935	0.3385600605
936	0.3380815352
937	0.3378435529
938	0.3376750406
939	0.3374860816
940	0.3373290325
941	0.3370525958
942	0.3368295929
943	0.3364872229
944	0.336258773
945	0.3360143884
946	0.3357991293
947	0.335605333
948	0.3353446074
949	0.3350258344
950	0.3347915106
951	0.3345536909
952	0.3342396536
953	0.3339382582
954	0.3337500715
955	0.3334674562
956	0.3332374616
957	0.3330253731
958	0.3327580216
959	0.3326189598
960	0.3323282959
961	0.3320838097
962	0.3318140803
963	0.3315521759
964	0.3313341322
965	0.3310402163
966	0.3307444102
967	0.330643254
968	0.3303076318
969	0.3301223313
970	0.3299427013
971	0.3297453076
972	0.3293659669
973	0.3292599125
974	0.3289443101
975	0.3287329126
976	0.3285103568
977	0.3281867262
978	0.3278852292
979	0.327608508
980	0.327193782
981	0.3270281354
982	0.3268594809
983	0.3266888954
984	0.3264258934
985	0.3261245184
986	0.3260049277
987	0.325916881
988	0.3255463409
989	0.3253290289
990	0.3250849086
991	0.3248966203
992	0.3245347589
993	0.3241811493
994	0.3237836382
995	0.3236985996
996	0.323250419
997	0.3228991061
998	0.322523932
999	0.3222940796
1000	0.3220713613
1001	0.3219313036
1002	0.3217661042
1003	0.3215873888
1004	0.3211810366
1005	0.3209069983
1006	0.3206536505
1007	0.3205079832
1008	0.3202661799
1009	0.3201007976
1010	0.3199521832
1011	0.3197798295
1012	0.3196680435
1013	0.3193275434
1014	0.3187187365
1015	0.318447442
1016	0.3181040964
1017	0.3177254061
1018	0.317345415
1019	0.3172318607
1020	0.3170294061
1021	0.316732157
1022	0.3164442166
1023	0.3161258094
1024	0.3158951441
1025	0.3157936017
1026	0.3155748467
1027	0.315403997
1028	0.3151843477
1029	0.3150115062
1030	0.3146636282
1031	0.3145191194
1032	0.3142959945
1033	0.3141395551
1034	0.3140599025
1035	0.3136762529
1036	0.3134851395
1037	0.3132725022
1038	0.3129479976
1039	0.3127231858
1040	0.3125457713
1041	0.3123030127
1042	0.3120303362
1043	0.3118821893
1044	0.3117571922
1045	0.3115937611
1046	0.3113310843
1047	0.3110495055
1048	0.3107806297
1049	0.3105236438
1050	0.3102963524
1051	0.310013859
1052	0.3096773019
1053	0.3094914526
1054	0.3092569459
1055	0.3089919724
1056	0.3087303525
1057	0.3084099332
1058	0.3081418907
1059	0.3080330111
1060	0.307611964
1061	0.3072588422
1062	0.3071545561
1063	0.3069017571
1064	0.3065609927
1065	0.3061816317
1066	0.3059014147
1067	0.3056244293
1068	0.3055241877
1069	0.305443153
1070	0.3052119186
1071	0.3049983464
1072	0.3047709737
1073	0.3045802261
1074	0.3044253923
1075	0.3042957002
1076	0.3041124118
1077	0.3037839439
1078	0.3034968571
1079	0.303232778
1080	0.3030285551
1081	0.3029646135
1082	0.302705148
1083	0.3024752144
1084	0.3023554205
1085	0.3022113791
1086	0.3020277046
1087	0.301899049
1088	0.3016822248
1089	0.3013672729
1090	0.301192094
1091	0.3008888491
1092	0.3007460272
1093	0.300446644
1094	0.3001854713
1095	0.2999240343
1096	0.299696438
1097	0.2996103831
1098	0.29931226
1099	0.2990350104
1100	0.2987732482
1101	0.2985680295
1102	0.2982457199
1103	0.2979601982
1104	0.297747317
1105	0.297274198
1106	0.2970263176
1107	0.2968045342
1108	0.296563239
1109	0.2964446645
1110	0.296137314
1111	0.2958675846
1112	0.2956506791
1113	0.2955352956
1114	0.2953574542
1115	0.2949976456
1116	0.2948720591
1117	0.294607736
1118	0.2944445691
1119	0.2941961806
1120	0.2940052704
1121	0.2939682185
1122	0.2937107042
1123	0.2936074139
1124	0.2934018496
1125	0.2931854116
1126	0.2929717174
1127	0.2926820291
1128	0.2924991065
1129	0.2923272406
1130	0.2922145807
1131	0.2919845251
1132	0.2917754446
1133	0.2915380315
1134	0.2914435621
1135	0.2912081205
1136	0.2910357262
1137	0.2908949164
1138	0.2906574017
1139	0.2903895624
1140	0.2901822502
1141	0.29006144
1142	0.2899532312
1143	0.2898124215
1144	0.2896677704
1145	0.2894117398
1146	0.2892466217
1147	0.2889688843
1148	0.2888297615
1149	0.2887244591
1150	0.2885285897
1151	0.2883422933
1152	0.2882310561
1153	0.2880494749
1154	0.2879376889
1155	0.2877620223
1156	0.2875859899
1157	0.2874216644
1158	0.2872732533
1159	0.2870648638
1160	0.2868325319
1161	0.2866981245
1162	0.2864662193
1163	0.286253704
1164	0.2860713505
1165	0.2856294706
1166	0.2854543934
1167	0.2853324654
1168	0.2851729163
1169	0.2849795062
1170	0.2848961341
1171	0.2847514221
1172	0.2845710198
1173	0.2843601914
1174	0.2842051747
1175	0.2841055835
1176	0.283861199
1177	0.2837420148
1178	0.283544682
1179	0.2833349918
1180	0.2831654836
1181	0.2829863415
1182	0.2828709173
1183	0.282651207
1184	0.2825130599
1185	0.2824027779
1186	0.2821151627
1187	0.2819304515
1188	0.2817318383
1189	0.281361034
1190	0.2811979484
1191	0.2809519175
1192	0.2808166362
1193	0.2806461117
1194	0.2803865853
1195	0.2803438424
1196	0.2802455113
1197	0.2800656375
1198	0.2798484068
1199	0.2797681851
1200	0.2796791628
1201	0.279540101
1202	0.2793331546
1203	0.2792670383
1204	0.279075559
1205	0.2788081263
1206	0.278608131
1207	0.2784218548
1208	0.278295435
1209	0.2781599301
1210	0.278041193
1211	0.277812926
1212	0.2776407146
1213	0.2775587043
1214	0.2774078948
1215	0.2772393622
1216	0.2769696937
1217	0.2768114251
1218	0.2766676479
1219	0.2765193994
1220	0.2762933478
1221	0.2761053644
1222	0.2759624815
1223	0.2758366105
1224	0.2757076298
1225	0.2755248495
1226	0.2753724547
1227	0.2751267897
1228	0.2749849434
1229	0.2747932609
1230	0.2745269867
1231	0.2743796324
1232	0.2741680317
1233	0.2738862903
1234	0.2736519055
1235	0.2735595297
1236	0.2734064845
1237	0.2732127898
1238	0.2730918374
1239	0.2729365361
1240	0.2728735498
1241	0.2725562808
1242	0.2724084184
1243	0.2721998867
1244	0.2718440414
1245	0.2717280482
1246	0.271552849
1247	0.2712889731
1248	0.2711637118
1249	0.2709965409
1250	0.2709426397
1251	0.2707691275
1252	0.2705929121
1253	0.2703993598
1254	0.2701692635
1255	0.2699494109
1256	0.2697676266
1257	0.2696120205
1258	0.2694984865
1259	0.2693220476
1260	0.2690898579
1261	0.2689536822
1262	0.268805515
1263	0.2686134666
1264	0.2684220077
1265	0.268298474
1266	0.2680927268
1267	0.2679118773
1268	0.2677769618
1269	0.2676212134
1270	0.2674292057
1271	0.2673926415
1272	0.2671876057
1273	0.2670647021
1274	0.2669779155
1275	0.2667946677
1276	0.2666343869
1277	0.2664025631
1278	0.2662913868
1279	0.2661289719
1280	0.2660178567
1281	0.2658488769
1282	0.2657258106
1283	0.2656862994
1284	0.2655910984
1285	0.2655128278
1286	0.2653709816
1287	0.265291268
1288	0.2651794413
1289	0.2651260686
1290	0.2649799745
1291	0.2648499572
1292	0.2647024606
1293	0.2645324036
1294	0.2642380406
1295	0.2641274334
1296	0.2640349763
1297	0.2639181497
1298	0.2637833358
1299	0.2636941509
1300	0.2635037082
1301	0.2632622911
1302	0.2630108132
1303	0.2627919769
1304	0.262623241
1305	0.262535174
1306	0.2624200344
1307	0.2622245512
1308	0.2620611607
1309	0.2620041701
1310	0.2617883419
1311	0.2615815174
1312	0.2614227813
1313	0.2612954063
1314	0.2611484382
1315	0.2610112056
1316	0.260797613
1317	0.2605310136
1318	0.2604446741
1319	0.2603669321
1320	0.2602869543
1321	0.2602410813
1322	0.2600506183
1323	0.2599165361
1324	0.2598121483
1325	0.2596982079
1326	0.2596359329
1327	0.2594921355
1328	0.2593389683
1329	0.2591930571
1330	0.2590930391
1331	0.259009972
1332	0.2589168237
1333	0.2587820911
1334	0.258595693
1335	0.2585118739
1336	0.2582757615
1337	0.258181719
1338	0.2579639599
1339	0.2578811976
1340	0.257770692
1341	0.2576316099
1342	0.2575196613
1343	0.2573828962
1344	0.257069245
1345	0.2568774203
1346	0.2567208995
1347	0.2565126727
1348	0.2563715785
1349	0.2561100399
1350	0.2559262027
1351	0.2558130346
1352	0.2556935252
1353	0.2555937308
1354	0.2554205641
1355	0.255304388
1356	0.2552032522
1357	0.2550483371
1358	0.2549843955
1359	0.2545432676
1360	0.2544435545
1361	0.2543267686
1362	0.2541243953
1363	0.2539411069
1364	0.2538526334
1365	0.2537577372
1366	0.2536366425
1367	0.253460671
1368	0.2533211214
1369	0.2532048233
1370	0.2530436482
1371	0.253014218
1372	0.2527782886
1373	0.2525809965
1374	0.252497096
1375	0.252312019
1376	0.2521696443
1377	0.2520813131
1378	0.2519099959
1379	0.2517434348
1380	0.2515770362
1381	0.2515005746
1382	0.2513751711
1383	0.2511488552
1384	0.25097703
1385	0.2508474395
1386	0.2506586431
1387	0.2506223432
1388	0.2504959843
1389	0.250290481
1390	0.2501202208
1391	0.249933152
1392	0.2498498409
1393	0.2496626705
1394	0.2494957232
1395	0.2492263799
1396	0.2491933929
1397	0.2490016697
1398	0.2487627932
1399	0.2486287719
1400	0.248549221
1401	0.2484563776
1402	0.2482961578
1403	0.2481515677
1404	0.2480193553
1405	0.2478137301
1406	0.2477135495
1407	0.2474905262
1408	0.2474208327
1409	0.2472457352
1410	0.2471198845
1411	0.2469655792
1412	0.2466892442
1413	0.2465881287
1414	0.2464216488
1415	0.2462176292
1416	0.2459304611
1417	0.2458100168
1418	0.2456660974
1419	0.245570937
1420	0.2454745978
1421	0.245343605
1422	0.2451983645
1423	0.2449698129
1424	0.244801016
1425	0.2447184163
1426	0.2446574828
1427	0.2445036653
1428	0.2443940134
1429	0.2442501346
1430	0.2440680251
1431	0.243913232
1432	0.2437507358
1433	0.2436704531
1434	0.2435211883
1435	0.2434316172
1436	0.2433021487
1437	0.2431942041
1438	0.2428754717
1439	0.2427293369
1440	0.2425719219
1441	0.2424430225
1442	0.2423327202
1443	0.2422329258
1444	0.2421345744
1445	0.2419831349
1446	0.2418698855
1447	0.2417404983
1448	0.2415911522
1449	0.24139636
1450	0.2412205511
1451	0.2411438862
1452	0.2409989506
1453	0.2409442974
1454	0.2408787908
1455	0.2406741615
1456	0.2405370508
1457	0.2403431733
1458	0.2402270378
1459	0.2400398674
1460	0.239959727
1461	0.239831234
1462	0.2397246308
1463	0.2397106678
1464	0.2395748579
1465	0.2394449423
1466	0.2393589687
1467	0.239246329
1468	0.2390593619
1469	0.2389164994
1470	0.2387595721
1471	0.238562341
1472	0.2384350675
1473	0.2382982618
1474	0.2381600333
1475	0.2381027989
1476	0.2380350159
1477	0.2379397336
1478	0.2378263623
1479	0.2376895159
1480	0.2375977091
1481	0.2374377738
1482	0.2372456035
1483	0.2370933103
1484	0.2370084749
1485	0.2369300621
1486	0.2367960205
1487	0.2366756575
1488	0.2365590546
1489	0.2364178383
1490	0.2363557463
1491	0.2360920533
1492	0.2360207745
1493	0.2359100454
1494	0.2357269602
1495	0.2355754597
1496	0.235364611
1497	0.2352419106
1498	0.2350995359
1499	0.2349746811
